id,format,path,topic,language_mode,body_word_count,rare_english,rare_arabic,unique_marker,size_bytes,sha256
252,xlsx,xlsx/sample-0252-asset-management-arabic.xlsx,asset-management,arabic,200,zeugma,التبويب,wathiqrare0252,4423,3a1dc8006535be2ff538cf5ce518dcca340b34024cb64f1b486d22f846410557
253,xlsx,xlsx/sample-0253-records-management-mixed.xlsx,records-management,mixed,200,syzygy,الاستدامة,wathiqrare0253,4542,af21a331b1ca6bfb374d79d491c2599547753facefbab43c5cae2bcf95ed350f
254,xlsx,xlsx/sample-0254-project-management-english.xlsx,project-management,english,200,susurrus,الاستدلال,wathiqrare0254,4397,7a168f02b040450725a1648372c5bf506817aa8d40781ec883df782651994654
255,xlsx,xlsx/sample-0255-information-technology-arabic.xlsx,information-technology,arabic,200,velleity,الاستقراء,wathiqrare0255,4464,d5dc12133ee043f6061be19c2a72f6f71def41fc86de187fb2b83bc8132745ec
256,xlsx,xlsx/sample-0256-procurement-mixed.xlsx,procurement,mixed,200,anfractuous,الاستدراك,wathiqrare0256,4483,a1e444ec18c071029a1320e0666ab7a3a0fd04df68489f62c4b02798b09bcf38
257,xlsx,xlsx/sample-0257-finance-english.xlsx,finance,english,200,crepuscular,التغاير,wathiqrare0257,4450,46b3c6046a8097a933ac90bd18fb919d885c3d6705c4dedf35b17b9db0ddb9af
258,xlsx,xlsx/sample-0258-human-resources-arabic.xlsx,human-resources,arabic,200,psithurism,التماثل,wathiqrare0258,4470,f1e04c77eef72a86f9ba013fd31d62491a9b1174cde808ed92ec404b79af90f5
259,xlsx,xlsx/sample-0259-general-administration-mixed.xlsx,general-administration,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0259,4485,70f26eefc25c7a76b1cfe86829dd5cce5afcb9c89a927176ef1d17f111eae623
260,xlsx,xlsx/sample-0260-asset-management-english.xlsx,asset-management,english,200,palimpsest,الاستيثاق,wathiqrare0260,4385,f876b1c19d0c7853984106915636109544b73820ea969337d1c1f54f478f7572
261,xlsx,xlsx/sample-0261-records-management-arabic.xlsx,records-management,arabic,200,quincunx,الاستعصاء,wathiqrare0261,4487,557efb1ca1fc8cc3bb2891f2260a4ff8a40ffe91cda5b68711f24847e796cf5f
262,xlsx,xlsx/sample-0262-project-management-mixed.xlsx,project-management,mixed,200,zeugma,التبويب,wathiqrare0262,4513,c1598272e2f61b0ce51eddeaee143bf3f5ffbe0fc4df8c6f1fe4d004c0e2d5ba
263,xlsx,xlsx/sample-0263-information-technology-english.xlsx,information-technology,english,200,syzygy,الاستدامة,wathiqrare0263,4422,70ec68f59710e2ac5d4c2f6104a92d7e71093b98daf67a2091e9886e2e4da25e
264,xlsx,xlsx/sample-0264-procurement-arabic.xlsx,procurement,arabic,200,susurrus,الاستدلال,wathiqrare0264,4430,99ba9f6651d00034337af52cbbddcab1329e72690ad9dcd6781a011cd42f94b5
265,xlsx,xlsx/sample-0265-finance-mixed.xlsx,finance,mixed,200,velleity,الاستقراء,wathiqrare0265,4577,d12b328a0d3ce9aa6e8ec91d4ce0ccd32302ef3abf0a4e5218bbae7904adf1ec
266,xlsx,xlsx/sample-0266-human-resources-english.xlsx,human-resources,english,200,anfractuous,الاستدراك,wathiqrare0266,4461,def141c97a1e1ef70844911d122b0a0e337baa9a41da8b3317d6e834cb57c252
267,xlsx,xlsx/sample-0267-general-administration-arabic.xlsx,general-administration,arabic,200,crepuscular,التغاير,wathiqrare0267,4440,04e602852cccbd26581642613aaf4ee3e63af59e10e99112407618bd6a9d5147
268,xlsx,xlsx/sample-0268-asset-management-mixed.xlsx,asset-management,mixed,200,psithurism,التماثل,wathiqrare0268,4486,64894d8346dbcffbaa08fed93737b4fa90ac74d134a857698d9bfc3f46564a9e
269,xlsx,xlsx/sample-0269-records-management-english.xlsx,records-management,english,200,ultracrepidarian,المضاهاة,wathiqrare0269,4393,c5d45d89ccb61a6c24e2b08bd5a7d55193b415ad4f67ceff3037042f2c2ac955
270,xlsx,xlsx/sample-0270-project-management-arabic.xlsx,project-management,arabic,200,palimpsest,الاستيثاق,wathiqrare0270,4442,d1272e069e98319b2ca866abbeb0be803d6ea53bf5a3e4979fda2a496a8802bc
271,xlsx,xlsx/sample-0271-information-technology-mixed.xlsx,information-technology,mixed,200,quincunx,الاستعصاء,wathiqrare0271,4531,8a0851a2dda38a85cc8c4616da2b35db58ceccb142564a179db95731e949fb04
272,xlsx,xlsx/sample-0272-procurement-english.xlsx,procurement,english,200,zeugma,التبويب,wathiqrare0272,4406,7c16e25c23b964479cba825aac015cf2a847334753b3c00d66465da9c398f360
273,xlsx,xlsx/sample-0273-finance-arabic.xlsx,finance,arabic,200,syzygy,الاستدامة,wathiqrare0273,4485,d60b454ab654f1b8528d95b93d6cbff4cb707b9be273751638d463ec0ccaa609
274,xlsx,xlsx/sample-0274-human-resources-mixed.xlsx,human-resources,mixed,200,susurrus,الاستدلال,wathiqrare0274,4566,a33246cca1a16ff231dcd4ab98c84041941f223bcbbf831ba86deb61d8839848
275,xlsx,xlsx/sample-0275-general-administration-english.xlsx,general-administration,english,200,velleity,الاستقراء,wathiqrare0275,4396,a633c5fdc86f53c70d0b6378012592ddddfd99b1a47784cef74ecabcfd0adc57
276,xlsx,xlsx/sample-0276-asset-management-arabic.xlsx,asset-management,arabic,200,anfractuous,الاستدراك,wathiqrare0276,4426,34a3cb5f751aa9eeac6449660377e9bd9936b762ce04ee98502163d727951c0a
277,xlsx,xlsx/sample-0277-records-management-mixed.xlsx,records-management,mixed,200,crepuscular,التغاير,wathiqrare0277,4542,d3270b645d48650051b2568d2dc1bc018f49ba34a6d1155ab0b2f08892b79368
278,xlsx,xlsx/sample-0278-project-management-english.xlsx,project-management,english,200,psithurism,التماثل,wathiqrare0278,4398,e441ccf277e41f2985aa1c06e72ed50054f9554bb08c35eb54af40e992e60b55
279,xlsx,xlsx/sample-0279-information-technology-arabic.xlsx,information-technology,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0279,4473,5b39a7ccf402b46314e0f3c471606dd979119defccd7b18ef6ca880e3bbeff94
280,xlsx,xlsx/sample-0280-procurement-mixed.xlsx,procurement,mixed,200,palimpsest,الاستيثاق,wathiqrare0280,4484,9b3863c582a7e652b804be9e39fc37013b6b1e11437c4f059ca91c3183341eba
281,xlsx,xlsx/sample-0281-finance-english.xlsx,finance,english,200,quincunx,الاستعصاء,wathiqrare0281,4458,d171e054e26d912fefaf36980367b24992fb3c1d8da754098d7390bbb22ffc79
282,xlsx,xlsx/sample-0282-human-resources-arabic.xlsx,human-resources,arabic,200,zeugma,التبويب,wathiqrare0282,4466,4bf893c2bcace20cf1d5042d492be13310fd075dde1ea255517e9d1d942a9635
283,xlsx,xlsx/sample-0283-general-administration-mixed.xlsx,general-administration,mixed,200,syzygy,الاستدامة,wathiqrare0283,4476,e77281306d44f02632aff872bdce88b6710c1bd3424c23fb21af573b0fc2b5b0
284,xlsx,xlsx/sample-0284-asset-management-english.xlsx,asset-management,english,200,susurrus,الاستدلال,wathiqrare0284,4382,89f3cc4c77460c2c9cbd661fc74a5ef8efd3a5917ac9ee8a65a2d8ea67ce4ce5
285,xlsx,xlsx/sample-0285-records-management-arabic.xlsx,records-management,arabic,200,velleity,الاستقراء,wathiqrare0285,4482,469380555f25c758d21f033f52c54fb2997c809535497c083e82259dc6642044
286,xlsx,xlsx/sample-0286-project-management-mixed.xlsx,project-management,mixed,200,anfractuous,الاستدراك,wathiqrare0286,4515,ac40b53f3261ee4bd62d4c23db76a64f1835e2deb901b90aabb58eb080a20703
287,txt,txt/sample-0287-information-technology-mixed.txt,information-technology,mixed,200,crepuscular,التغاير,wathiqrare0287,2165,c1857b694f14a5b54ec16318a816ffed26acdc9fb81d672abb4e5a9694530956
288,txt,txt/sample-0288-procurement-english.txt,procurement,english,200,psithurism,التماثل,wathiqrare0288,2010,4a78f0110ad06b3677bd670e2939f2d5324ab7e9750813acfb88074a773d33d6
289,txt,txt/sample-0289-finance-arabic.txt,finance,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0289,2345,4341f416db932c9cf1fc58eaac570be54b7175e308753dc3abac6b845163caf6
290,txt,txt/sample-0290-human-resources-mixed.txt,human-resources,mixed,200,palimpsest,الاستيثاق,wathiqrare0290,2115,9cf58584c04c58cbf96aa3c5ffa48c318093e7d23cc04c8e0864a8b0c2ca7fce
291,txt,txt/sample-0291-general-administration-english.txt,general-administration,english,200,quincunx,الاستعصاء,wathiqrare0291,1812,00308d2c6b96def8c3f96aade6bb603570562f390fdd1ba63bc0147ba18920a6
292,txt,txt/sample-0292-asset-management-arabic.txt,asset-management,arabic,200,zeugma,التبويب,wathiqrare0292,2264,d94deacf37f43751fa855ac5fef1516c2dbcc0b8ea272e2e8cef345b49ee8518
293,txt,txt/sample-0293-records-management-mixed.txt,records-management,mixed,200,syzygy,الاستدامة,wathiqrare0293,2032,1af8af2fbbce424ea23597d68e02cb58ce92e8a964794afce2f147ab5eede60f
294,txt,txt/sample-0294-project-management-english.txt,project-management,english,200,susurrus,الاستدلال,wathiqrare0294,1900,50aac68e9b31a78d303789f0d723b21d0bdc1ea1da34c5fb341288dfe2b0799f
295,txt,txt/sample-0295-information-technology-arabic.txt,information-technology,arabic,200,velleity,الاستقراء,wathiqrare0295,2475,12ab147440d0580e60bff8ea28c4229d6ed18cdd04bad2d7d8c54fbf3e9c2de2
296,txt,txt/sample-0296-procurement-mixed.txt,procurement,mixed,200,anfractuous,الاستدراك,wathiqrare0296,2152,4856facb4b37030d89696c2c050eb038a2af1f8228d12bfbe442ef135741b84a
297,txt,txt/sample-0297-finance-english.txt,finance,english,200,crepuscular,التغاير,wathiqrare0297,1886,b47e1a09f83d118cae99495a774123c1a0103eb07f1d88c873c1fb5ea29099bc
298,txt,txt/sample-0298-human-resources-arabic.txt,human-resources,arabic,200,psithurism,التماثل,wathiqrare0298,2368,ec76a18f4176760644a94d70dd362f4671d56e1805ad1948522e2b2138db6abd
299,txt,txt/sample-0299-general-administration-mixed.txt,general-administration,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0299,2066,f56d0a901ef36e1f2d9819f059d76927f0d74d9c03732ec31cd2124286fea1d3
300,txt,txt/sample-0300-asset-management-english.txt,asset-management,english,200,palimpsest,الاستيثاق,wathiqrare0300,1760,011126571a49415dbb150e41824eccdd7ead38baddb33e3181e8053479c4a723
301,txt,txt/sample-0301-records-management-arabic.txt,records-management,arabic,200,quincunx,الاستعصاء,wathiqrare0301,2252,4f126c186e76e013023cbf308689a98f5cfae198920945d556403ee0cf7388ad
302,txt,txt/sample-0302-project-management-mixed.txt,project-management,mixed,200,zeugma,التبويب,wathiqrare0302,2006,8462ccd2018207be831c838a5fee8fb19b40fbb96ea89797b179d3ae0b956c16
303,txt,txt/sample-0303-information-technology-english.txt,information-technology,english,200,syzygy,الاستدامة,wathiqrare0303,1978,a6545b1934eb4cbe18a1eff08732afb99303a84ea1984840613511347d6b22e5
304,txt,txt/sample-0304-procurement-arabic.txt,procurement,arabic,200,susurrus,الاستدلال,wathiqrare0304,2428,907848a195a1656e7eda1791c7b247e665365f099bc05a84db2b4dc34675ab2a
305,txt,txt/sample-0305-finance-mixed.txt,finance,mixed,200,velleity,الاستقراء,wathiqrare0305,2146,1bce331b007ddc0d79b6273dd5f93effdbfa44e0ae3ba56f4cdab9ff11145329
306,txt,txt/sample-0306-human-resources-english.txt,human-resources,english,200,anfractuous,الاستدراك,wathiqrare0306,1928,62205e9bc19c032d82d231f4b91b633ef0a8cff2c65979af54c8ac4bbe112b5b
307,txt,txt/sample-0307-general-administration-arabic.txt,general-administration,arabic,200,crepuscular,التغاير,wathiqrare0307,2429,6f0826cb42765a2aa22a95a485a49088918d76679cf778d46c93d90e45ca6ec8
308,txt,txt/sample-0308-asset-management-mixed.txt,asset-management,mixed,200,psithurism,التماثل,wathiqrare0308,2057,9bcf8acffb4d03c549b307ae1c1b196b294d1086d2cebab51b3a68dbaea5dc08
309,txt,txt/sample-0309-records-management-english.txt,records-management,english,200,ultracrepidarian,المضاهاة,wathiqrare0309,1881,317983b2ddd35eee062c2ac7c976d407f7c912fe0d02307c80ef19a40f405e2a
310,txt,txt/sample-0310-project-management-arabic.txt,project-management,arabic,200,palimpsest,الاستيثاق,wathiqrare0310,2375,c6fc93bab599e581c5841b37cd044c026028d25ff5f70780d598d8074dfbcb34
311,txt,txt/sample-0311-information-technology-mixed.txt,information-technology,mixed,200,quincunx,الاستعصاء,wathiqrare0311,2166,588b9ae06a10d4bf8f1f3d799998a0b0606cc06212dea1ee660b57531958ea37
312,txt,txt/sample-0312-procurement-english.txt,procurement,english,200,zeugma,التبويب,wathiqrare0312,1982,e9a1e557e361ff9b116c3ef3da01ecab2cb053867a9332e87b3c04507a536220
313,txt,txt/sample-0313-finance-arabic.txt,finance,arabic,200,syzygy,الاستدامة,wathiqrare0313,2429,4befeffe85cfffc7587db95b6ac2edee6e7f26806a16a982168094d12568abdb
314,txt,txt/sample-0314-human-resources-mixed.txt,human-resources,mixed,200,susurrus,الاستدلال,wathiqrare0314,2113,6eed881afb8d4dc578703a0aaccbd46b4a36273057f034dd34d3981afcf67a79
315,txt,txt/sample-0315-general-administration-english.txt,general-administration,english,200,velleity,الاستقراء,wathiqrare0315,1816,7b2d7ce8ebe91d3c1462405e422ed7332dd503d63cf9758e2740fd9a8adae4f1
316,txt,txt/sample-0316-asset-management-arabic.txt,asset-management,arabic,200,anfractuous,الاستدراك,wathiqrare0316,2344,59345284c8a5490057a592e02216a754492687ac671e7e3f03ee3c541a5ab4e3
317,txt,txt/sample-0317-records-management-mixed.txt,records-management,mixed,200,crepuscular,التغاير,wathiqrare0317,2033,0b20c1983971d35fe2eea882727476fc47677f864c6de57294466154810aa3aa
318,txt,txt/sample-0318-project-management-english.txt,project-management,english,200,psithurism,التماثل,wathiqrare0318,1887,d4872c216594af3083476d9b3073704303eb5353b56f4100f350be49dd48a4f8
319,txt,txt/sample-0319-information-technology-arabic.txt,information-technology,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0319,2418,e8091367c5ddb8d050f38e8cb7fd6d92b1a7427102f8ea67428115d8a2e83eb0
320,txt,txt/sample-0320-procurement-mixed.txt,procurement,mixed,200,palimpsest,الاستيثاق,wathiqrare0320,2151,0a6ea4e90671631d038503392436dd41a17b9a0bd66652f7cd4c49ee5be092c6
321,txt,txt/sample-0321-finance-english.txt,finance,english,200,quincunx,الاستعصاء,wathiqrare0321,1887,4d3565f0e218610a759d378dd5a32faffe59bccdd91a2fa9bfc3d24664ff8dbe
322,txt,txt/sample-0322-human-resources-arabic.txt,human-resources,arabic,200,zeugma,التبويب,wathiqrare0322,2425,1858fe0904e31864debf0669e3a9cbbebfbc2663c8a293bf24ce3ba735cac6ad
323,txt,txt/sample-0323-general-administration-mixed.txt,general-administration,mixed,200,syzygy,الاستدامة,wathiqrare0323,2058,2fc0eb672e88060eb0f7def34b351a65191e532aa2137d0b905d9f1752432954
324,txt,txt/sample-0324-asset-management-english.txt,asset-management,english,200,susurrus,الاستدلال,wathiqrare0324,1823,e7a66bfc027067ff78bc875100564aa66dc208e10be2f2ebd811a70e878d4446
325,txt,txt/sample-0325-records-management-arabic.txt,records-management,arabic,200,velleity,الاستقراء,wathiqrare0325,2260,f2c0815ec5ced9d2348ab1a82e43d1980d00ec56abae5516bdc9e8eac28c994b
326,txt,txt/sample-0326-project-management-mixed.txt,project-management,mixed,200,anfractuous,الاستدراك,wathiqrare0326,2015,1ae3c23070622739b44a56ab394a7bcf92f3fdfff5ea259034c0b92fcd5bf7fb
327,txt,txt/sample-0327-information-technology-english.txt,information-technology,english,200,crepuscular,التغاير,wathiqrare0327,1896,0d234a6e0e13c25ee6997cf78316eadf7bdfed1823ed190d78888ab50596b32c
328,txt,txt/sample-0328-procurement-arabic.txt,procurement,arabic,200,psithurism,التماثل,wathiqrare0328,2414,e8049aa635a049ac5339ffa1e3baf2805bb2c9fc1ef63a98015124c21b23a30f
329,txt,txt/sample-0329-finance-mixed.txt,finance,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0329,2152,73d85af75b4372fd8b50e83a4900687c07b7567dc46bde42f3e4ab70a404117f
330,txt,txt/sample-0330-human-resources-english.txt,human-resources,english,200,palimpsest,الاستيثاق,wathiqrare0330,1920,9ea330debac9939adddd3e6f9e4d1bf1c83e81384b7f6c8e28379cd5058c5387
331,txt,txt/sample-0331-general-administration-arabic.txt,general-administration,arabic,200,quincunx,الاستعصاء,wathiqrare0331,2460,038a2f4f10e30a2fc5df400c63dff42a9f082bb9d1faa3cab2b24b6edee3fffe
332,txt,txt/sample-0332-asset-management-mixed.txt,asset-management,mixed,200,zeugma,التبويب,wathiqrare0332,2053,a34ac5d9e914453104a499157a7c1d606458770c6a653882fa161df4287dcc3c
333,txt,txt/sample-0333-records-management-english.txt,records-management,english,200,syzygy,الاستدامة,wathiqrare0333,1800,c5e08788b0eeb301b621a4b5b95d36e5fe4a0b1fb8843653149e7b4d7c5e44f2
334,txt,txt/sample-0334-project-management-arabic.txt,project-management,arabic,200,susurrus,الاستدلال,wathiqrare0334,2332,3c48ca34cb9f6079ea7c3c32dfccbc8bcc15ff5bc22515623162c6c4adc99c61
335,txt,txt/sample-0335-information-technology-mixed.txt,information-technology,mixed,200,velleity,الاستقراء,wathiqrare0335,2166,e5770c895116c08dd8cd592991fc2e087e959bc2b4ab1603da81e19eb27c47f6
336,txt,txt/sample-0336-procurement-english.txt,procurement,english,200,anfractuous,الاستدراك,wathiqrare0336,1942,22446cbaacbde18fa1109b0f68d8dea2cb16be97b0288dc439d8c2773cd694cb
337,txt,txt/sample-0337-finance-arabic.txt,finance,arabic,200,crepuscular,التغاير,wathiqrare0337,2437,3f723424d1c762b62dbab276b72c22629e6b89827fa5780fc82b9bc128d5cdaa
338,txt,txt/sample-0338-human-resources-mixed.txt,human-resources,mixed,200,psithurism,التماثل,wathiqrare0338,2111,8e172f0b3cc67ff16757f0cf2db12b055ffd5d884a7594eef26eaef6aad642d5
339,txt,txt/sample-0339-general-administration-english.txt,general-administration,english,200,ultracrepidarian,المضاهاة,wathiqrare0339,1918,172938b53bbee54a5d5e24c16e5efc97260ee2ab614ea83a4b4ae5701b360815
340,txt,txt/sample-0340-asset-management-arabic.txt,asset-management,arabic,200,palimpsest,الاستيثاق,wathiqrare0340,2388,dff5fff72f55254e44aaeeda684d4292f850ee9da1d162445a65a3d90ae72287
341,txt,txt/sample-0341-records-management-mixed.txt,records-management,mixed,200,quincunx,الاستعصاء,wathiqrare0341,2034,78458761c3b8137b8312d9d29e3ebdd34e419ff688f351c59e35223a45a8a587
342,txt,txt/sample-0342-project-management-english.txt,project-management,english,200,zeugma,التبويب,wathiqrare0342,1807,c9a81d35bfe110cbb1399d2f8ce7b0f4af760ffb2ed574c5405de0aa732edfbf
343,txt,txt/sample-0343-information-technology-arabic.txt,information-technology,arabic,200,syzygy,الاستدامة,wathiqrare0343,2392,d0d16ce5066df449823e7ae8dbc14ca0ad63c478dd343ffebbeed33fd70af3a9
344,txt,txt/sample-0344-procurement-mixed.txt,procurement,mixed,200,susurrus,الاستدلال,wathiqrare0344,2149,ec1a76d3b5d073ba364a64196ae676f7a719ab45eeafb257ce18108348cde682
345,txt,txt/sample-0345-finance-english.txt,finance,english,200,velleity,الاستقراء,wathiqrare0345,1878,235e1eef2fde88be5d58579832e299379b051ed0e1add2f92462c6a3586ef084
346,txt,txt/sample-0346-human-resources-arabic.txt,human-resources,arabic,200,anfractuous,الاستدراك,wathiqrare0346,2442,b472aff8f61c6f85843e1edfbb81e61850aa9f8a1f54e9fd6bdae6c4c3a05e04
347,txt,txt/sample-0347-general-administration-mixed.txt,general-administration,mixed,200,crepuscular,التغاير,wathiqrare0347,2059,cde59afc55199f1e7e8f1d54a5bb574d3feed3babee6c30406317282aaf4b04a
348,txt,txt/sample-0348-asset-management-english.txt,asset-management,english,200,psithurism,التماثل,wathiqrare0348,1791,3b4603f0054c779b7e47ebf4a7d299342c484c837c13af928268df6e1d8d32af
349,txt,txt/sample-0349-records-management-arabic.txt,records-management,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0349,2241,3568c9cc7b9927511b6fe3a282a6031241e37275940a053e4bc3ddd8119ebb73
350,txt,txt/sample-0350-project-management-mixed.txt,project-management,mixed,200,palimpsest,الاستيثاق,wathiqrare0350,2014,e447de3b3e2b592d6bebbd710fa9a9923873a624e3d26fdf6820d8a572fe72ee
351,txt,txt/sample-0351-information-technology-english.txt,information-technology,english,200,quincunx,الاستعصاء,wathiqrare0351,1892,2f5c328191f824eeb31120d7bb7bacba76d8d8876f9a33e328be0e47933fb30f
352,txt,txt/sample-0352-procurement-arabic.txt,procurement,arabic,200,zeugma,التبويب,wathiqrare0352,2430,1278d0fb0abd278ab0a1c6d7288a4afe0ddb413bfa6d49a4d24892938e60b932
353,txt,txt/sample-0353-finance-mixed.txt,finance,mixed,200,syzygy,الاستدامة,wathiqrare0353,2144,8f8d7b6e63d0e494ef9ce6eee7227f6c3aa42b04fb3e2ab222b37a4f8ab1e438
354,txt,txt/sample-0354-human-resources-english.txt,human-resources,english,200,susurrus,الاستدلال,wathiqrare0354,2003,21c7b7d5568d55c583b263269106da4fdbe5fc72a9cc6818ca943abd60cae1a7
355,txt,txt/sample-0355-general-administration-arabic.txt,general-administration,arabic,200,velleity,الاستقراء,wathiqrare0355,2489,26a4cd7966c961fced87b8b350a5d3f5bbfc6f88601384a0ed0e4352dfcbad09
356,txt,txt/sample-0356-asset-management-mixed.txt,asset-management,mixed,200,anfractuous,الاستدراك,wathiqrare0356,2062,4b7f0fbbea5208b450056c979c391bb9763590d8961c9878177c4e29a9a8fdcc
357,txt,txt/sample-0357-records-management-english.txt,records-management,english,200,crepuscular,التغاير,wathiqrare0357,1811,e437a5f458b79db6f353a8e94d49a925d011322221819591834493c594557cf8
358,txt,txt/sample-0358-project-management-arabic.txt,project-management,arabic,200,psithurism,التماثل,wathiqrare0358,2342,346df403d29d91bda9d95c2331dc7840c111029102775c92ba343317048ea48d
359,txt,txt/sample-0359-information-technology-mixed.txt,information-technology,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0359,2172,dec8997d612547c16e78e037243f189cfa50de5152814e9d74d292d6a3a074b5
360,txt,txt/sample-0360-procurement-english.txt,procurement,english,200,palimpsest,الاستيثاق,wathiqrare0360,1957,96c90758a2a433289f7da71f60ee6d1d6de7f217d72b24cd386f3e32e70e3d97
361,txt,txt/sample-0361-finance-arabic.txt,finance,arabic,200,quincunx,الاستعصاء,wathiqrare0361,2422,e40773966b00f4c521ff428a472b916aaa058eafb392891fd002935886f9d36c
362,txt,txt/sample-0362-human-resources-mixed.txt,human-resources,mixed,200,zeugma,التبويب,wathiqrare0362,2107,1d72402ae01eb7caded8c600ed6813d818c23e062c5a733dd129e820fa9f453a
363,txt,txt/sample-0363-general-administration-english.txt,general-administration,english,200,syzygy,الاستدامة,wathiqrare0363,1897,0dc8bf1e447c4f7ff96bca4d895471eb17e1f46f828547d8c2f77c87b36765a2
364,txt,txt/sample-0364-asset-management-arabic.txt,asset-management,arabic,200,susurrus,الاستدلال,wathiqrare0364,2284,8e59a9a71589c5814abcbf75c8a2bcb2d47cb0318496cd9a6aa84e92ee57628d
365,txt,txt/sample-0365-records-management-mixed.txt,records-management,mixed,200,velleity,الاستقراء,wathiqrare0365,2034,4da299192e0ff2f546fd64c3218f3478cbe15f4bb448fb872f04dc7fb74b7d83
366,txt,txt/sample-0366-project-management-english.txt,project-management,english,200,anfractuous,الاستدراك,wathiqrare0366,1822,932344a850abb11c82410387f315d042ddd18727c7020161f605423dd8ea8342
367,txt,txt/sample-0367-information-technology-arabic.txt,information-technology,arabic,200,crepuscular,التغاير,wathiqrare0367,2369,e727c5f23770a3ab822d9cc62b331d1fe2250c979e51abedd6266e3595e4d892
368,txt,txt/sample-0368-procurement-mixed.txt,procurement,mixed,200,psithurism,التماثل,wathiqrare0368,2147,3186e0eaf84659a0f2cfd8be54f398a5d44896df5162e9577dc3bd67ea6389a9
369,txt,txt/sample-0369-finance-english.txt,finance,english,200,ultracrepidarian,المضاهاة,wathiqrare0369,1917,ab2a70b3e12495df201c5cb63a9e086dfa3ede5add51b4f39e55f580be005ea5
370,txt,txt/sample-0370-human-resources-arabic.txt,human-resources,arabic,200,palimpsest,الاستيثاق,wathiqrare0370,2468,ad42d8a3da78d19da8170acd1a61e0db46932f4dcd1be7edb517ffc9f5d66e6e
371,txt,txt/sample-0371-general-administration-mixed.txt,general-administration,mixed,200,quincunx,الاستعصاء,wathiqrare0371,2060,e3c5cfbdeba05a53c33586faa0032cdd5409b47d8346f45fed333a3b845af3c7
372,txt,txt/sample-0372-asset-management-english.txt,asset-management,english,200,zeugma,التبويب,wathiqrare0372,1751,78bffc83546e441d7862cfb2d6f2ef6fc5f0614c8e22b5dcf8d59c03a2695fc5
373,txt,txt/sample-0373-records-management-arabic.txt,records-management,arabic,200,syzygy,الاستدامة,wathiqrare0373,2236,7ec40a908a5f37648505aa0237c449ec1debdc478919961ed7f08cc159815251
374,txt,txt/sample-0374-project-management-mixed.txt,project-management,mixed,200,susurrus,الاستدلال,wathiqrare0374,2012,fb5e3261fe01a8e59a3ccd8af28b7039a3a128d48c320ecae8a9c1ae62281b7c
375,txt,txt/sample-0375-information-technology-english.txt,information-technology,english,200,velleity,الاستقراء,wathiqrare0375,1894,4b5406809d2c2356214f08835b462d16393b128685cb6b19da44248ba1052ae6
376,txt,txt/sample-0376-procurement-arabic.txt,procurement,arabic,200,anfractuous,الاستدراك,wathiqrare0376,2436,00187810c33634c5a657cbc4008dffb0721293501b45d712ae642d49793a8450
377,txt,txt/sample-0377-finance-mixed.txt,finance,mixed,200,crepuscular,التغاير,wathiqrare0377,2145,42c9e9cac67a99119623e47cda8fc5560cfda014cef1c5ab275c1e15275a1660
378,txt,txt/sample-0378-human-resources-english.txt,human-resources,english,200,psithurism,التماثل,wathiqrare0378,1909,b6631bbfad8d9aad6a579e1fce8e441b9eabdd1ccb533eb3eed6f61d11fb953f
379,txt,txt/sample-0379-general-administration-arabic.txt,general-administration,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0379,2396,8b3839f8a6fd439264ceea5c50cf0f24396ca8ee11f35ca11dc5f4d2f3049b59
380,txt,txt/sample-0380-asset-management-mixed.txt,asset-management,mixed,200,palimpsest,الاستيثاق,wathiqrare0380,2061,39847efc2b199633c09384d8853a8cc2347b37d451f9f7c4770c23ab3fe90827
381,txt,txt/sample-0381-records-management-english.txt,records-management,english,200,quincunx,الاستعصاء,wathiqrare0381,1798,4f72aaf8afcdb862e8796152b04be3c9a7183491594ecd75209e70ae6b73549e
382,txt,txt/sample-0382-project-management-arabic.txt,project-management,arabic,200,zeugma,التبويب,wathiqrare0382,2347,eaf8daa7071754f49da4c2107ba73add5441374012a094c80c50e3f8916eb14c
383,txt,txt/sample-0383-information-technology-mixed.txt,information-technology,mixed,200,syzygy,الاستدامة,wathiqrare0383,2164,3d50e3d51dfe9f2f438dc77d8b0a87476b363b3d7f8b3428178e20f2525c2990
384,txt,txt/sample-0384-procurement-english.txt,procurement,english,200,susurrus,الاستدلال,wathiqrare0384,2014,889bdf45deb24a7a1cb81b8cd11961fa1145ae764cbc9d249b61d89826ef568c
385,txt,txt/sample-0385-finance-arabic.txt,finance,arabic,200,velleity,الاستقراء,wathiqrare0385,2452,1439b3ef8c0d25f96d7bf9c6f2686293576e4a94d459aa6d40512232d3a8a499
386,txt,txt/sample-0386-human-resources-mixed.txt,human-resources,mixed,200,anfractuous,الاستدراك,wathiqrare0386,2116,7b601ead5852214015848bfed98284d8294d2d247a76cd48b28fc0d9f0100554
